,vader_sentiment_label,vader_score,clean_tweet
1043,0,-0.7717,"Ranjan Ramanayake sentenced prison currently Pallansena Correctional Center, taken Angunukolapelessa Prison completing quarantine-: Prisons Dept"
1044,0,-0.6792,These 4 Test matches showed Government decision impose 14-day quarantine Bangladesh team saved Sri Lanka Cricket embarrassing series defeat!!
1045,1,0.3612,Got Hacktoberfest swag pack T. Pictures coming soon. P.s. swags came miles away currently quarantine place 😅
1046,1,0.8519,@GotabayaR please sir introduce self quarantine process even PCR positive. Please admit symptomatic high risk patient patient willing quarantine only. No point quarantine positive people living side PCR
1047,0,0.0,Quarantine celebrations 😜🤪 @ Dining Capsule https://t.co/gQthpEXYjG
1048,0,0.0,Just posted video @ Ymca Kandy https://t.co/ZcM7Xy6vwr
1049,0,0.0,@SquatUniversity Thats Dr. Horschig ❤️
1050,0,0.0,@nrshq Quarantine??? What's that? We need $$ £ baby..
1051,0,-0.6808,.@youthforsjb Chair MP @MayanthaD I lodged complaint IGP today recent actions #UdayangaWeeratunga &amp; #Ukrainian tourists. We requested #IGP conduct inquiry ascertain violated quarantine &amp; archaeological laws. #SriLanka #lka https://t.co/l3m0p3yCfo
1052,0,-0.4939,"The @youthforsjb Chair @MayanthaD &amp; Propaganda Secretary @rasikajy lodged complaint w/ IGP re. fmr. #LKA Ambassador Russia Udyanga Weeratunga &amp; Ukraine tourists flouting archaeological laws &amp; quarantine regulations, evident recent pics online. #SriLanka https://t.co/Gm5wCkd8aF"
1053,0,0.0,"@ThyagiR We still better countries except East Asian countries plus China , Australia NZ. The case burden deaths high enough econ activity curtailment. We still afford provide state paid quarantine asymptotic cases also."
1054,1,0.5574,Spanish Tennis player #PaulaBadosa tested positive COVID Melbourne’s hotel quarantine. #AustralianOpen https://t.co/r2NjCG9va2
1055,1,0.7184,"Quarantine period.. සුභ උදෑසනක්, සුභ දවසක් හැමෝටම..😍😁 https://t.co/E9584w0xZs"
1056,1,0.5719,@AfreenRumie gotta admit quarantine seem funlu 😂
1057,0,0.0,Just posted video @ Ymca Kandy https://t.co/jYuQPreCVi
1058,1,0.128,Legal action 103 institutions flouting quarantine regulations https://t.co/c0kTjUDUEX #lka #SriLanka #COVID19LK #COVID19SL
1059,0,0.0,@AzzamAmeen No. Asymptomatic people still infect people. That's they're quarantine
1060,1,0.4019,"""It's control, need home qurantine asymptomatic patients without taking qurantine centers"" Minister Dayasiri leaves Covid treatment facility, makes special request authorities https://t.co/tweTbSVEsZ"
1061,0,-0.34,It ridiculous unjustifiable force foreign workers get mandatory 14 days hotel quarantine. Do know get 30 days leave year Mr. President? @GotabayaR @PresRajapaksa
1062,1,0.4215,@GotabayaR Good initiative above. Also please note ridiculous unjustifiable force foreign workers get mandatory 14 days hotel quarantine. Do know get 30 days leave year Mr. President?
1063,0,0.0,Ended 2020 self quarantine started 2021 self quarantine PCR. Bring 2021!! #everready
1064,0,-0.2023,@FPL_Swe Hold on... pain ends 😅
1065,0,0.0,Just posted video @ Ymca Kandy https://t.co/6GH5rrDisI
1066,1,0.6597,45 Ukrainian nationals touring #LKA 'travel bubble' concept travelled Polonnaruwa today Eco Safari following trip Sigiriya; quarantine regulations upheld. Some normalcy certainly welcome. #lka
1067,1,0.507,"@GotabayaR Dear sir, I time stop quarantine process. Ask everyone self quarantine especially health care workers educated people 40 years. And ask admit hospital respiratory symptoms difficulty breathing. Dr. Rooban"
1068,1,0.5574,Australian Open: Two players test positive amid quarantine row https://t.co/3Z0gOmrp9J
1069,1,0.3612,Giving part harbor exchange covid vaccine good thing opinion. UNP/JVP trade unions protesting move shut must sent quarantine centers.
1070,0,0.0,#quarantine #Again #day1 https://t.co/Qa8l7jMOXw
1071,0,0.0,From room 259 Day 14 quarantine. Monday. 04.01.2021 ~Waves. ~ @mount_lavinia_hotel #beachview #oceanview #ocean #travelphotography #travel #travelblog #travelblogger #srilanka @ Mount Lavinia Hotel https://t.co/lnllnc2EuY
1072,1,0.6249,The @englandcricket arrived Sri Lanka. Stringent quarantine arrival airport. Great here. 🇱🇰🏏 https://t.co/aYYDxorKPZ
1073,1,0.3612,From room 259 Day 8 quarantine. 29.12.20 Tuesday. ~All plastic one meal. We get three like this.~ #quarantine #quarantinelife #srilanka #plasticfree #plastic @ Mount Lavinia Hotel https://t.co/EZgASpdjPG
1074,0,0.0,From room 259 Day 9 quarantine 30.12.20 Wednesday. @mount_lavinia_hotel #beachview #oceanview #ocean #travelphotography #mountlaviniabeach #mountlaviniahotel #srilanka #travel #travelblog #travelblogger https://t.co/JMwntBS6RH
1075,0,0.0,From room 259 Day 9 quarantine. 30.12.20 Wednesday. ~Today’s sunset.~ @mount_lavinia_hotel #beachview #oceanview #ocean #travelphotography #travel #travelblog #travelblogger #travelphotography #srilanka #sunset https://t.co/doV5VaLrHa
1076,1,0.4588,From room 259 Day 9 quarantine. ~ Got cake delivered Fab Uber.~ @mount_lavinia_hotel #beachview #srilanka #mountlaviniabeach #mountlaviniahotel @ Mount Lavinia Hotel https://t.co/0mjQTVeyRh
1077,0,0.0,From Room 259 Day 8 quarantine. 29.12.20 Tuesday. ~The view ocean 6.00 p.m~ @ Mount Lavinia Hotel https://t.co/96v1uBpx9H
1078,0,0.0,View room 259 Day 8 quarantine. 29.12.20 ~View Room~ @ Mount Lavinia Hotel https://t.co/PvGbJd2GIj
1079,0,0.0,From Room 259 Day 8 quarantine. 29.12.20 ~View balcony~ @mount_lavinia_hotel #travelphotography #ocean #oceanview #beachview #mountlaviniabeach #mountlaviniahotel #srilanka @ Mount Lavinia Hotel https://t.co/ODK7t8GzGK
1080,0,0.0,From Room 259 Day 6 quarantine. 28.12.20 ~Today’s view ocean~ @mount_lavinia_hotel #mountlaviniabeach #mountlaviniahotel #beautifulocean #travel #travel photography #ocean #oceanviews #travelblogger https://t.co/vvqERCmQKr
1081,0,0.0,From Room 259 Day 6 quarantine. 27.12.20 ~Time lapse sunset~ @mount_lavinia_hotel #mountlaviniabeach #mountlaviniahotel #travel #travelphotography #ocean #oceanview #srilanka #travelblogger https://t.co/WD8VKHUc6i
1082,0,0.0,From Room 259 Day 6 quarantine. 27.12.20 ~ Beach night~ #mountlaviniabeach #mountlaviniahotel @mount_lavinia_hotel @ Mount Lavinia Hotel https://t.co/T0CTs0TYlv
1083,1,0.5994,From Room 259 Day 6 quarantine 27.12.20 ~Beautiful sunset~ #mountlaviniabeach #mountlaviniahotel @mount_lavinia_hotel @ Mount Lavinia Hotel https://t.co/IinPf6lcgd
1084,0,0.0,From 259 Day 6 quarantine 27.12.20 ~Pre shooting beach~ #mountlaviniahotel #mountlaviniabeach @ Mount Lavinia Hotel https://t.co/7oZGWv0uDR
1085,0,0.0,Quarantine teachers arrived Addalaichenai National College Education https://t.co/Uf1eS9ogid
1086,0,0.0,From Room 259 Day 6 quarantine. 27.12.20. ~Today’s view room.~ @mount_lavinia_hotel #mountlaviniahotel #mountlaviniabeach #mountlavania @ Mount Lavinia Hotel https://t.co/T87pF4zAhQ
1087,1,0.5106,From Room 259 Day 6 quarantine. 27.12.20 ~Dog fun beach.~ @mount_lavinia_hotel #mountlaviniahotel #mountlavinia #mountlaviniabeach @ Mount Lavinia Hotel https://t.co/aeALhokVaH
1088,0,0.0,From Room 259 Day 6 quarantine 27.12.20 ~Sunrise~ @mount_lavinia_hotel #mountlaviniahotel #mountlavinia #mountlaviniabeach @ Mount Lavinia Hotel https://t.co/bewekWtcow
1089,1,0.4939,"From Room 259 Day 5 quarantine. 26.12.20 ~Looks pretty far away, look closer see polyethylene bags.~ @mount_lavinia_hotel #mountlaviniahotel #mountlaviniabeach #mountlavinia https://t.co/B1hBWRVn4b"
1090,0,0.0,From Room 259 Day 5 quarantine. 26.12.20 ~Today’s sunset~ @mount_lavinia_hotel #mountlaviniahotel #mountlaviniabeach @ Mount Lavinia Hotel https://t.co/PtEmLIP9ty
1091,0,0.0,From Room 259 Day 5 quarantine. 26.12.20 ~Today’s sunset~ @mount_lavinia_hotel #mountlaviniahotel #mountlaviniabeach @ Mount Lavinia Hotel https://t.co/gPoYcaCJlN
1092,0,0.0,From Room 259 Day 5 quarantine. 26.12.20 ~ View room 259 today 6.09 a.m~ @mount_lavinia_hotel #mountlaviniahotel #mountlaviniabeach #mountlavinia @ Mount Lavinia Hotel https://t.co/Zr1nS3LB03
1093,0,0.0,From Room 259 Day 5 quarantine 26.12.20 ~Golden retriever ~ @mount_lavinia_hotel #mountlaviniahotel #mountlavinia #mountlaviniabeach @ Mount Lavinia Hotel https://t.co/9iEK8v926T
1094,0,0.0,From Room 259 Day 4 quarantine. ~Sunset~. 25.12.20 @mount_lavinia_hotel #mountlaviniahotel #mountlavinia #mountlaviniabeach @ Mount Lavinia Hotel https://t.co/k6SRbH6Elo
1095,0,0.0,From Room 259 Day 4 quarantine. 25.12.20 ~”Dusk”. After sunset.~ @mount_lavinia_hotel #mountlaviniahotel #mountlaviniabeach #mountlavinia @ Mount Lavinia Hotel https://t.co/fNQFXBVGjv
1096,1,0.5994,From Room 259 Day 4 quarantine. ~ looking beautiful sunset balcony room 259.” @mount_lavinia_hotel #mountlaviniahotel #mountlaviniabeach #mountlavinia @ Mount Lavinia Hotel https://t.co/cMSP7e6FrZ
1097,0,0.0,From Room 259 Day 4 quarantine. ~Crowds beach Christmas Day 🎄 .~. 25.12.20 @mount_lavinia_hotel #mountlaviniahotel #mountlaviniabeach #mountlavinia @ Mount Lavinia Hotel https://t.co/l8NsT6afiX
1098,0,0.0,From Room 259 Day 4 quarantine. ~The panoramic view ocean.~ 25.12.20 @ Mount Lavinia Hotel https://t.co/bPsZwMeUl7
1099,1,0.5106,From Room 259 Day 4 quarantine. ~A dog fun ocean strewn polyethylene bags.~ 25.12.20 @mount_lavinia_hotel #mountlaviniahotel #mountlaviniabeach #mountlavinia @ Mount Lavinia Hotel https://t.co/Rr7OuPDnrr
1100,1,0.5106,From Room 259 Day 4 quarantine. ~A dog fun sea water strewn polyethylene bags.~ 25.12.20 @mount_lavinia_hotel #mountlaviniahotel #mountlaviniabeach #mountlavinia @ Mount Lavinia Hotel https://t.co/v4ZSZAiaq9
1101,1,0.5106,From Room 259 Day 4 quarantine. Dog fun beach 🏖 🐕 🌊. @mount_lavinia_hotel #mountlaviniahotel #mountlavinia #mountlaviniabeach @ Mount Lavinia Hotel https://t.co/CeURjIQSWp
1102,0,0.0,Captured 🐘 wedding pics phone final day quarantine balcony. #elephant #wedding https://t.co/nAjM4dNAJ3
1103,0,-0.3612,"Being teased quarantine. 😍☀️🌊🌴 #quarantine #pain #14days #srilanka #view #picoftheday @ Kosgoda, Sri Lanka https://t.co/9jsajt3Si7"
1104,0,0.0,Quarantine: UL104 MLE CMB https://t.co/zNPX1yBkaM
1105,0,0.0,After Quarantine Cricket🎾 #espncricinfo #YourShots #Negombo #Srilanka #Cricket #Softball #EveningCricket #Espncricket https://t.co/pt5o5CEae2
1106,1,0.4912,"I used eating 2 meals day since I started cooking. With phd everything, reasonable choice. I’ve quarantine center SL 2 days now. Not brag, 3 full meals day plus 2 snacks?! it’s much handle. The view helps though! https://t.co/7kDBOC2hZA"
1107,1,0.3612,Car wash quarantine natural spring #carwash #carwashing @ Kadugannawa https://t.co/fCgB7KTbvh
1108,1,0.5574,"Before trying go fly, remember wear ""MASK"" . . . #Quarantine #StaySafe #StayPositive #Positive #Photography #LKA #SriLanka #Travel #NewNormal #RoshanJay https://t.co/BtLlV2tnOa"
1109,0,-0.8286,Quarantine BOREDOM Kill Us😖 https://t.co/V4zLCkQ0Pv
1110,1,0.6808,"Little Brother’s request end like this...Fusion Thai Spicy Noodles 🍝#quarantine #quarantinecurfew #quarantinelife #cooking #cookingathome #dinnertime #thaispicynoodles #familytime #cheers 🥂 @ Colombo, Sri Lanka https://t.co/NMb3MRgONZ"
1111,0,0.0,කොත්තමල්ලී ~ සුනිල් පෙරෙරා . . . #මතටතිත #Herbs #CorrianderSeeds #HomeRemedy #CreatFromHome #Lightroom #ShotOniPhone #Lr_PhotoHunt #TheAtHomeSeries #Quarantine 🥃 https://t.co/OkF7AxG6zf
1112,0,-0.5826,"Quarantine Madness!!! @ Colombo, Sri Lanka https://t.co/OL7jBpuj5b"
1113,1,0.6486,For evening cravings 💕 HighTea quarantine style #Cookies #HighTea #QuickFix #FoodFriday #SweetTooth https://t.co/P0OT83DPL9
1114,1,0.8271,Smelly Cat ~ Phoebe Buffay . . . You may bed roses You're friend noses #PhotoBomber #BossyCat #Meaw #SirCédricChandler #ShotOniPhone #YamahaF310 #CreatFromHome #Lightroom #Lr_PhotoHunt #TheAtHomeSeries #Quarantine 😸 https://t.co/VV54XQjOQX
1115,1,0.3818,Quarantine 😌 @ Piliyandala https://t.co/Zp8tRXIy5d
1116,0,0.0,Day time clicks 📸 Last day #Quarantine https://t.co/m5PvLBiaYK
1117,0,-0.296,@airindiain How avoid institutional quarantine India Germany?
1118,1,0.4215,It's always nice day clouds⛈🌧⛈🌧 #rainyday #quarantine #day10 #miragecolombo #colombo #chill #srilanka https://t.co/THh0TgHooj
1119,1,0.2732,"Push-up rotation Somnath Gurung | Quarantine workouts| #exercisemotivation #exercise #pushupchallenge #pushup #fitness #fitnessjourney #mbbsdiaries #pushupchallenge @ Pitipana, Sri Lanka https://t.co/LZVX1CCAyg"
1120,1,0.4588,#Quarantine #Day7 #Miragehotel #Miragecolombo #SriLanka #colombo #hotels 7 Days go 😍 https://t.co/A2IcxNQCST
1121,0,0.0,#Quarantine #Day2 #Mirage #miragehotel #Colombo #SriLanka #Colombostyle https://t.co/a5Qf9dClwR
1122,0,0.0,Quarantine Started 🇱🇰 https://t.co/5Z6ikZ74fC
1123,0,0.0,Home quarantine 😑 https://t.co/2CXj5A0avG
1124,1,0.4033,Eid Mubarak 🙂Day 11 Quarantine https://t.co/MVIbRMCUFq
1125,0,0.0,11වෙනි quarantine දිනය 🙏 https://t.co/tcq395zkaf
1126,0,-0.3612,Quarantine ජයග්‍රාහී 09 වෙනි දිනය 💥 https://t.co/Hr1Ulsxgtk
1127,0,-0.7003,Quarantine කියලා නිකන් ඉදිද්දීත් එපා වෙනවා කියාන්කෝ... 😱 https://t.co/0WAjpE2Ach
1128,1,0.5,"Since he's come back boarding there's one DJ he's left alone, there's single weekend raged definitely fun without him. Wishing pain ass Happy Quarantine… https://t.co/dTqxJwKd54"
1129,0,0.0,“Beware barrenness busy life.” ... . . . #simple #secret #ancient #ancientplaces #mobilephotography #after_quarantine @බුදුලේන්ගල #srilanka🇱🇰 @ Monaragala District https://t.co/EgHrLreHgL
1130,0,-0.8024,"#wip For past months ongoing quarantine situations, mom decided start tending somewhat neglected #pepper cultivation. This ended mostly two us fighting battle overgrown… https://t.co/xzioJ8OrPQ"
1131,1,0.3818,"@mobitelsrilanka #mobitel #internet #internetcards #quarantine #jeep #vehicle #creativity @ Hatton, Sri Lanka https://t.co/DhtJQmb8IA"
1132,0,0.0,New cubicle invention self quarantine office expert @dilbolz #lka https://t.co/3AO60qhHwR
1133,1,0.8074,"@paulocoelho's another masterpiece book ""The alchemist"" Got friend @DominicFernan11 years back. 2 14 day quarantine. 08.07.2020 #QuarantineDiaries https://t.co/U5KT2XXure"
1134,1,0.3182,"Пока я жду открытия зала и работаю по 12 часов в сутки, вспомню, как было классно до карантина 💭 ... While I wait opening gyms work 12 hours day, I recall cool quarantine… https://t.co/U75AnmG7tS"
1135,0,0.0,My #qurantine life! https://t.co/Jq0a43v4Fo
1136,0,-0.0258,My one quarantine achievement😅 Losing 10kgs home workouts dieting. Returning gym #homeworkout #dieting #intermittentfasting @ Sky Gym https://t.co/cFN3KYS5K5
1137,0,0.0,After quarantine @ Marino Mall https://t.co/GSh7sVYUC3
1138,1,0.9571,Quarantine Results 🥦🥒🌶🥥🥑🍞🌽🥕🍓🍅🍍 #Blackpantherslofficials ❤💛🧡🖤 #vegetablegarden #vegetables #homegarden #quarantine #quarantinelife #instagood #instadaily #instamood #instagramforbusiness #onlinebusinessideas #youtube… https://t.co/SJxReMzAcX
1139,0,-0.5216,"“Thousands lived without love, one without water.” . . . #water #naturephotography #mobilephotography #after_quarantine #nature_changes #secret #srilanka🇱🇰 @ Badalkumbura, Sri Lanka https://t.co/eq4plsZN8i"
1140,0,-0.1007,Back track 3 months ! Time lose whatever I gained #Quarantine. 🏃🏼‍♂️💪 https://t.co/AwcWN51w6y
1141,1,0.128,"𝗧𝗮𝗻𝘀 𝗮𝗻𝗱 𝗷𝗲𝘁𝗹𝗮𝗴 𝗳𝗮𝗱𝗲, 𝗯𝘂𝘁 𝗺𝗲𝗺𝗼𝗿𝗶𝗲𝘀 𝗹𝗮𝘀𝘁 𝗳𝗼𝗿𝗲𝘃𝗲𝗿 First visit quarantine 😍💥 #SriLanka #Colombo https://t.co/c5HfYRZZ7s"
1142,0,0.0,Completed exactly 3 months since I joined globetrotting self quarantine machine 15th country we've visted since whole world went lockdown. I whole different meaning terms work home lockdown. https://t.co/RrPi84vBJZ
1143,1,0.4404,Quarantine life ... 🐶😂❤️ https://t.co/BmA4VfRIMB
1144,0,-0.1531,"Swipe see I’ve become Quarantine 😂 What Quarantine? . . A baker 😂 I’ve never baked much life much I Quarantine. Failed miserably many times, but… https://t.co/f7gLf19xqG"
1145,0,0.0,"Yes,This Is Sri Lanka 🇱🇰 #drafts#quarantine#tbdiaries 🏝 🏝 🏝 🏝 🏝 #Landscape #landscapeinspo #landscapephotogrsphy #beauty#landscapephotographyaustralia #lighthouse#landscapephotomag #nature#landscapegoals… https://t.co/Lv6RqEaMYp"
1146,0,0.0,Quarantine hair beard. I know I've posted many shirt ever get majestic work la.ceylone ! Specially fact 5 Shirts exist! natiifernando know… https://t.co/POkJBmM09H
1147,1,0.9403,👬🤙 #eid2020 #funny #friends #maja #celebration #roadtrip #love #happylife #santhiboys #ramadan #eidmubarak #quarantine #set #portrait #photography #memories #lockdown #sunset #adventure #hiking #srilanka🇱🇰 #bikelife… https://t.co/kuSx1fydKF
1148,1,0.6369,Kahit konting dilig lang maputla eh. 🌷 #quarantine @ #PersonUnderMonitoring #SelfQuarantineProtocol #lockdown •••••••••••••••••••• 🖤 #swagg #InstaWorthy #igers #egai_ig_shöts #ultiegai #egai #egaiversion… https://t.co/5EQ2G0cXkJ
1149,1,0.6369,Quarantine ❤ @ Sri Lanka https://t.co/omNtjlAWPk
1150,0,0.0,Again shopping Quarantine.. 😷🛍️ https://t.co/CMVg3IQ1h0
1151,0,0.0,Shopping Quarantine.. 😷🛍️ https://t.co/qhDzgjbeGR
1152,1,0.34,"Quarantine workflow 🌴🔃💠 @ Matuguma, Sri Lanka https://t.co/PAkKLxM3eu"
1153,0,0.0,Quarantine selfie!! #may2020 #quarantine @ Gampaha https://t.co/pQsR2W4mMJ
1154,1,0.8655,"Living Sri Lanka 3 months guy! ❣️#srilanka #colombo #meandyou #stickwitu #internationallove #latergram #love #soulmates #quarantine #sweetlife @ Colombo, Sri Lanka https://t.co/WMVDPmPUVU"
1155,1,0.3818,"Quarantine dreaming distant lands fresh teas. *** This video Alli’s visit Nuwara Eliya, Sri Lanka couple months ago. We source Ceylon Adam’s Peak Black Tea beautiful,… https://t.co/VmF4r9GCq7"
1156,1,0.6486,"𝘵𝘰 𝘪𝘯𝘴𝘱𝘪𝘳𝘦 𝘪𝘴 𝘵𝘰 𝘨𝘭𝘰𝘸, 𝘢𝘮𝘪𝘥𝘴𝘵 𝘵𝘩𝘦 𝘥𝘢𝘳𝘬𝘯𝘦𝘴𝘴 . . . . . . . . . . #Moon #Dark #Glow #Radiance #Hope #Night #Sky #GlowOfHope #Nikon #Clouds #Black #Lka #SriLanka #Quarantine #Poya #Vesak #slowshutter #longexposure… https://t.co/7rduFBlQoF"
1157,0,0.0,Qurantine Days #quarantinelife @ Diyatalawa https://t.co/rYJ7tK0wz7
1158,1,0.4588,"#Quarantine ##vesakday *Home sweet home* @ Bemmulla, Sri Lanka https://t.co/BFpfaoJx8D"
1159,1,0.9136,This wesak isn’t like previous wesaks.. I see reason I can’t still I love do—as always ☺️☺️ #wesak2020 #quarantine #quarantinelife @ Rajagiriya https://t.co/3TWvruCSke
1160,0,0.0,Quarantine Photography https://t.co/KkOVItlhmN
1161,0,0.0,It’s quarantine baby.. https://t.co/mdhY9Nki1F
1162,1,0.2732,My quarantine creation.. #quiling #quilling #quarantinelife #papercreations #paperflowers #paperartmagazine #papercrafts #paperartwork #paperart #paperquilling #paperflowerwall #hobby #hobbylobby #artistsofinstagram… https://t.co/wrjAhxXiR7
1163,1,0.7269,This friend I went 10 weeks without haircut. 💇‍♂️😂 #quarantinelife #quarantine https://t.co/qSaJDo9kEV
1164,0,0.0,"Quarantine jogging @ Colombo, Sri Lanka https://t.co/rgQ5Wdt8F6"
1165,1,0.1808,I new theory life...what people think truly none business!😈 #funtime #Quarantine #sl https://t.co/3F6vhFpsYZ
1166,1,0.9702,Respect &amp; Gratitude Our Real Heroes Sri Lanka 🇱🇰 A Girl Beruwala pay heartfelt wishes triforces giving bokeh leaving Maduru Oya Quarantine Centre. Thank you♥ @RajapaksaNamal @GotabayaR @KumarSanga2 @MahelaJay @AzzamAmeen https://t.co/XZnPnOCOds
1167,0,0.0,Leaving Quarantine Centre thanking Chief Madura Oya camp.#srilanka #Arrmy #Slarmy #@AzzamAmeen @GotabayaR @RajapaksaNamal https://t.co/FfWkSAZnxH
1168,1,0.7104,My dad’s quarantine home workout! Shoulder day! 62 years old! What excuse? 🔥💯🤟🏻💪🏼👌🏼 #noexcuses #keepgoing #dad #thatha #srilanka #srilankan #araliyarice #nevergiveup #homeworkout #quarentine #covid… https://t.co/jqHNyLClG4
1169,1,0.91,#Quarantine #Night #Wid #Bloods 🥰🖤 https://t.co/KCBaZMr4qe
1170,0,-0.1531,"#quarantine day 54: Lost middle nowhere center #SriLanka. Endless stretches tea fields breathtaking views valleys, meadows, mountains greenery distance, ghost town… https://t.co/PzPpPeYQpM"
1171,0,0.0,Viva essência! #SurfRaiz #SurfRoots #Repost milashenko • • • • • • Valeria surfer #surfing #surf #quarantine #surfquarantine #surfkids #quarantinesurfing #socialdistancing #surfinstyle #surfgirls… https://t.co/XYXpubMQAT
1172,0,0.0,"Mimi Quarantine Mode 🐶🐕👁️ #pet #petlover #rottweiler #quarantine #colombo #srilanka #lka #lk @ Colombo, Sri Lanka https://t.co/hurKmYxmXy"
1173,0,-0.2924,Miss days weekend actually existed!! #quarantine #missyou @ Lounge 171 https://t.co/5yGcRdfCPl
1174,1,0.8555,#quarantine day 51: Who else mind traveling? :) . I’m grateful moment cause allowed time get stuff I’ve always wanted do. And I’m enjoying time home the… https://t.co/7I4bVfVQR4
1175,0,-0.3818,"Another travel photo quarantine distraction series. Zoo log, mating pair Water Monitor Lizards, Soft Shell Turtle, Egret Cormarant. Kandy Lake, Sri Lanka.2015. E-commerce site https://t.co/CPOLsin0Gh… https://t.co/0GTaTOUBOH"
1176,0,-0.4767,#NewProfilePic2020 #Quarantine #Sad #StayAtHomeSaveLives @Djayatissa ⬅️ PC https://t.co/LOvAQkM7I5
1177,1,0.3612,#quarantine #mistakes 😀😀 @ Panadura https://t.co/nCfwDcTFin
1178,1,0.6124,"#quarantine day 48: Back day Sri Lanka 🇱🇰 . Mood ready weekend, feels like summer we’re days far release world. Or least, around city now.… https://t.co/XcTk7uKb9x"
1179,1,0.984,😊😊 #explore #smile😊 #happylife #blogger #lightroom #filters #quarantine #friends #santhiboys #love #ramadan #beach #deedat #fashionblogger #portrait #srilanka #repost #sunset #audi #roadtrip #snapseed #hero #ronaldo… https://t.co/DechKompRQ
1180,1,0.8176,"quarantine treats someone special 👫life.Thank much wonderful surprise🙈🍕🍗 #coronatime #lovestory❤️ @ Colombo, Sri Lanka https://t.co/25pqSsV6bF"
1181,1,0.4767,"ඉන්න ටිකේ, ඉන්නේ සැපේ. #Quarantine #QuarantineLife #QuarantineAndChill #Friends #FriendsForever #Besties #BasicBitches #ThenAndNow #ThenAndNowChallenge @ මතක නෑ කොහේද කියලා https://t.co/rVYtmcBbFK"
1182,0,-0.5994,මතකද මේ මැච් එක...🔥💥 #Quarantine https://t.co/SFgjbFQiHd
1183,1,0.9578,Happy Birthday My Love 💓 #Quarantine #Birthday #Celebration #KrishanAndShaki @ Maharagama https://t.co/oEEZhWPLVK
1184,1,0.3595,Flash back GYM life! 🔥💯🤟🏻💪🏼 . . . . . . . . #fitness #fit #fitnessmotivation #fitnessjourney #gym #gymlife #srilankan #srilanka #nevergiveup #neverforget #throwback #quarantine #flashback #tattoo #tatted… https://t.co/mDQVAAYirD
1185,1,0.6679,"# Happiness !!! My home made food. #instafood #instalike #instafollow #instacook #cheflife #quarantine #chill #🇱🇰 @ Colombo, Sri Lanka https://t.co/PR5XfeQnSm"
1186,1,0.296,"🔥💯💪🏼🤟🏻 . . . . . . . . . #fitness #fit #quarantine #covid #srilanka #srilankan #homeworkout #keepgoing #beyourself #quarentinelife @ Colombo, Sri Lanka https://t.co/KX30NKhcxE"
1187,0,0.0,#2k20#quarantine#birthday#family#love @ Ratnapura https://t.co/zwhGIBYK6D
1188,0,0.0,The quarantine time #stayhome #stayhealthy #staysafe #avoidcovid19 @ Wennappuwa https://t.co/rjxKV1RZL6
1189,0,0.0,Mesmerizing Light Painting feast eyes quarantine chivasregal . . . #D7200 #lightpainting #colors #chivas #chuvasregal #quarantine #quarantinelife @ Kegalle https://t.co/5FVWbXJ06W
1190,0,0.0,Quarantine Movie Marathon - Late Night Movies Watching #GunAkimbo https://t.co/8U6CRBqhbS
1191,1,0.8774,"Eventhough quarantine, still 3 volunteers here! 😍 • Samira Holland Luana &amp; Nicole France! Our volunteer team makes sure elephants get daily vitamins love they… https://t.co/730y50ESHJ"
1192,1,0.6908,"Spending time #usman #khalaf Quarantine Joyful always. #playing #building_box #toys #teddy_bear #StayHome #SpendsTimewithYourKids @ Maruthamunai, Sri Lanka https://t.co/2IfDsKqeS9"
1193,1,0.4404,Spending time #ahwas #lockdown &amp; #quarantine days feels good... #stayhome #spendtimewithyourkids #staysafe #lka @ Maruthamunai Beach https://t.co/0nom0WRb23
1194,0,0.0,Homemade Kotthu collection #kotthu #kottu #kotthuroti #kotturoti #streetfood #streetfoodsrilanka #homemade #homemadestreetfood #homemadefood #quarantine #quarantinelife @ Negombo https://t.co/c2NYVlhVYg
1195,0,0.0,#Busy #roads #ain’t #no #more #quarantine #times #at #colombo @ කොළඹ අහස යට https://t.co/fo1f3gxgUr
1196,1,0.4404,"Chocolate makes everything better, even self-quarantine 👉 https://t.co/dFADitR0qC 🍫 https://t.co/ychCqnLUiK"
1197,1,0.8555,#Self_Quarantine 💚💛❤️ https://t.co/fqV2Q7wjV0
1198,0,0.0,#chickenandchickpeas #pulledchicken #chickpeas #panfried #srilankantaste #healthybreakfast #quarantine #4thweek @ Homagama https://t.co/XmckKT9rfI
1199,1,0.6679,Quarantine dad : Darling I swear ...I left drawing room minute!! I dunno ?! Happened #quarantine #dad #shapeofthingstocome #chefdeep #ibelongtothekitchen #kids #twingirlsrock #three… https://t.co/2mfjyZ2L3W
1200,0,0.0,Quarantine නිර්මාණ #StayAtHome https://t.co/J6QgK2TuPH
1201,1,0.5267,"#quarantine day 36: I’d lying I said I don’t miss walk beach. For much I enjoy keeping social connections social media, I also love interactions real life. Though, whole… https://t.co/ToRPoqrzcQ"
1202,0,-0.5719,#culersathome fcbarcelona miss #football ❤️😭❤️ #quarantine #Lockdown @ කොළඹ අහස යට https://t.co/cau2o9lsJu
1203,0,0.0,Quarantine Dalgona Coffee experiments. #dalgonacoffee #dalgona #dalgo @ Wattala https://t.co/eLy5L73ggv
