,id,ScreenName,Location,date,text,label
2278,2278,47230,"Florida, USA",14-03-2020,"Online shopping from a great selection at Home &amp; Business Services Store. https://t.co/j8LhpDsXG3
 via @Amazon3PSellers

#Homeoffice #DonaldTrump #coronavirus #COVID?19 #Italy #YouthWithYouEP02 #AmazonFilmfareAwards #woman
#FloridaPrimary https://t.co/0wx0ojPbRk",1
2279,2279,47231,,14-03-2020,@narendramodi Sir the misinformation being spread about CORONA is a big concern in fighting the challenge of COVID-19 Novel Coronavirus. I came across this document by an online shopping company 1mg which is a major rumour slayer for this Pandemic. Kindly,1
2280,2280,47232,"Bengaluru, India",14-03-2020,"#nifty50 the correction is here to stay #Covid_19 just started in India, it is yet to hit the peak.. keep sipping the stocks at your prices.. don't miss the opportunity",1
2281,2281,47233,,14-03-2020,Legit... Everyone that has time to wait in line to GET INTO the grocery store has time to volunteer at a shelter or food bank to help those who really need toilet paper. #CoronaVirusUpdates #coronapocalypse #coronavirus,1
2283,2283,47235,,14-03-2020,"Everybody's out here freaking out about COVID-19..

I'm just glad I run my businesses from home and more people will be shopping online.

#feelsgood",1
2285,2285,47237,United States,14-03-2020,"Online transactions, shopping should be established &amp; promoted in Pakistan as currency can be a big carrier to spread #CoronaVirus
Sweat,germs, viruses are nothing but Azaab e Elaahi.
All of us should be doing as much #Astaghfaar as we can. Keep urself clean &amp; seek forgiveness
RT",1
2286,2286,47238,"Ottawa, Ontario",14-03-2020,"Shelves are empty and itÂs been so busy for the past few days here at Loblaws, Vanier. My question: Is this really the best way to prevent the spread of a virus? Everyone going to the grocery store at the same time? #covid19Canada #Covid_19 #FridayThe13 https://t.co/dUfgHNu3ST",1
2289,2289,47241,"Portland, Oregon",14-03-2020,if you re stocking up don t forget to stock up for your fur friends maybe make a food donation to a local rescue or shelter  ,1
2292,2292,47244,"Birmingham, UK",14-03-2020,"Just been to our local shops, looks like all the large supermarket customers have got desparate!!!! They buying up all our supplies :'( #ukcoronavirus #Covid_19",1
2297,2297,47249,On a date with your dad?,14-03-2020,I canÂt be quarantined! My online shopping is out of hand and IÂm bouta spend my COVID 19 national emergency fund on summer clothes and places to wear em  ????,1
2301,2301,47253,"Florence, Tuscany",14-03-2020,"After many days of quarantining, yesterday we opened the windows to sent messages of hope to the people queuing at the supermarket in front. Some of them loved it #Italy #Covid_19 #coronarvirusitalia https://t.co/lDTszfqRTb",1
2302,2302,47254,Ireland,14-03-2020,"Hi everyone, just a quick update on #coronavirus #Covid_19 I will not be offering any free educational online classes for your kids and I wonÂt be offering to drive around and do your shopping either, or any other jobs around your house. That is all",1
2304,2304,47256,Lost in the EU ??,14-03-2020,"Theresa May as hand sanitizer: a tribute thread ???

#coronavirus #COVID?19 #CoronaVirusUpdates",1
2306,2306,47258,United States,14-03-2020,Hey if you are buying groceries grab an extra non perishable item for the food pantry.  TheyÂll need a ton of help.   Peanut butter is in demand for protein and kids will eat it.   ItÂs an easy way to help.  Most grocers have a collection bin by the exits. #Covid_19 #coronavirus,1
2311,2311,47263,LA | NY,14-03-2020,If you thought the lines at the grocery store are long... good morning from Los Angeles ? https://t.co/NudGqwW4I2,1
2313,2313,47265,"New York, USA",14-03-2020,President Trump announced that the US is now stockpiling our strategic oil reserve.  Why? Because oil is on sale at $33 per barrel.  A valuable asset being sold at hugely discounted prices. Are there other deals? #Covid_19 #stockstowatch #markets  https://t.co/d133vN2qX7,1
2315,2315,47267,"Miami, FL",14-03-2020,Tip: Have at least 30 days worth of food in the event you cannot leave your home OR if there are restrictions on who can/canÂt go to the grocery store once #Coronavirus spreads even further.,1
2316,2316,47268,Norwich,14-03-2020,Since I was just supermarket shopping I was curious to see what else is running out of stock Tinned food pasta cereal and Yes ladies and gentlemen in the aisle where toilet paper should be even adult diapers are low on stock I wish I d taken a photo,1
2317,2317,47269,"Austin, TX",14-03-2020,There's been a huge surge in consumer-facing #telehealth and telehealth in general. People donÂt want to go into the ER or urgent care to try and limit their exposure to the #Coronavirus. Listen as we discuss what your #practicegroup or #hospital can do @ https://t.co/bIpKOYYn4v https://t.co/XJl1lJgBBO,1
2321,2321,47273,Where Ever the Wind Blows,14-03-2020,queenafua breaking down how to stay #holistically #healthy and boost your immune system during #flu #cold and #coronavirus season. Headed to my local health food store to increase my stock of #eucalyptus now. Y'allÂ https://t.co/Jqem0jTiKR,1
2326,2326,47278,,14-03-2020,"Rest assured, we have plenty of food that will continue to reach grocery stores on a regular basis as we continue to respond to #COVID?19. WeÂre urging everyone to please practice normal grocery buying habits. https://t.co/pyYw7gPV7P",1
2331,2331,47283,scotland,14-03-2020,We understand that will make you reluctant to come out so we will do what we can to make your intrepid shopping easier You can browse shop online If you want free local delivery please just call us  ,1
2332,2332,47284,"Arlington, TX",14-03-2020,"@davido Corona go help us save money because we now don't have to worry about paying for ya shows. Corona has reduced prices for many items more than any president has done.???
 #Covid_19 for president",1
2335,2335,47287,In a tailback outside Adare,14-03-2020,To all those clever people panic buying and leaving supermarket shelves bare - make sure you stock up on condoms. You definitely donÂt need to reproduce. #Covid_19 #coronapocalypse #KeepCalm,1
2336,2336,47288,,14-03-2020,"ÂIÂll give you $200 for the toilet paper, $150 for the bottled water and $500 for the hand sanitizer.Â #coronavirus https://t.co/fFkGp5I1ib",1
2338,2338,47290,Global,14-03-2020,"3/n
The impacts of #Covid_19 are finally being seen in the US - retail stores dropping in consumer volume, events shutting down, restaurants seeing less customers, and large scale supply chains seeing a slow down in growth",1
2340,2340,47292,,14-03-2020,"An incredibly HUGE shoutout full of gratitude to both wait/ kitchen staff, fast food employees, grocery store employees, and all those working in the service industry during this especially hectic time dealing with #Covid_19 panic
YouÂre all the Real MVPs
Thank you and stay safe",1
2343,2343,47295,"Vancouver, British Columbia",14-03-2020,Today I picked up a mushroom in the grocery store with my hand and then I realised it looked a bit shrivelled and I really didnÂt want that mushroom because who would want to spend money on a shrivelled mushroom but I bought it anyway because #Covid_19.,1
2344,2344,47296,United States,14-03-2020,"Nobody:
Absolutely no one:
Not a single soul:
Every retail store: You wonÂt get COVID-19 in here!!!!!",1
2346,2346,47298,"Burbank, CA",14-03-2020,Overheard in the snack aisle at Supermarket: ÂIÂm going to get the Covid 19. Not the virus but the 19 pounds IÂll gain sitting in eating all these snacks.Â #coronavirus #Covid_19 #snacks,1
2347,2347,47299,"New York, NY",14-03-2020,"You know who are also heroes? Those working the checkout counters and stocking shelves at supermarkets and pharmacies. Their work, at some risk to their own health, is vital to the health and safety of our country.",1
2348,2348,47300,,14-03-2020,"Coronavirus is hurting store traffic and e-commerce won't help much, analysts say https://t.co/Hz5GmbZMN0 #coronavirus #retail #ecommerce https://t.co/o9o6AxEZSK",1
2353,2353,47305,Australia,14-03-2020,"Every place I have been in public today, supermarket, bus, train, train platform, bus stop, grocery shop, playground, park, people have been talking about #coronavirus #Covid_19 almost exclusively. The need for a comprehensive public education campaign is great.",1
2354,2354,47306,Alberta Canada,14-03-2020,"Instead of hoping for the charity of others to get us by, it's time we DEMAND they share the wealth. Everyone needs food, shelter and safety.

#coronavirus #UBI #SickWorkersStayHome",1
2355,2355,47307,"Daytona Beach, FL",14-03-2020,FloridaÂs leading grocery store says the move will give employees more time to clean stores and stock shelves as the state deals with COVID-19. https://t.co/ykimcITgRP,1
2356,2356,47308,Grafton NSW,14-03-2020,"@DaisyFuentes I live in Australia in a country town and there were adults fighting over toilet paper in the supermarket?We only wanted one packet?People need to understand you have the #Covid_19 hoarding not only toilet paper but tissues, hand sanitizers,",1
2357,2357,47309,,14-03-2020,"@CMOMaharashtra Masks and sanitizers being sold at exorbitant prices in Lonavala. Please take action against this shop Natraj Medicos Lonavala. @MoHFW_INDIA 

#COVID19india #COVID2019 https://t.co/Y6hR38fudH",1
2363,2363,47315,"Lake Worth Beach, FL",14-03-2020,"Son in-law just told me he is seeing #toiletpaper on @offerup for $7 a roll ... perhaps it's time to remind people that there are #pricegouging
laws during a national emergency &gt;&gt; Price Gouging Laws by State #COVID2019
https://t.co/6qU0VSubzH",1
2365,2365,47317,"Victoria, British Columbia",14-03-2020,@Nattythescotok @azgermangirl This may become the lasting symbol of Covid-19. At least Italy and Spain have bidets. Might be time for an upgrade. Would make more sense to stock up on food. Just maybe not a lot of dried beans. LOL.,1
2370,2370,47322,America ??,14-03-2020,Amazon has a grocery store in Seattle. Scan your Amazon code on your phone app as you walk in. Grab a bag. Begin putting items in your bag. No scanning needed. Walk out. No cashiers or even a self checkout line. Perfect for the isolationists!!! #AmazonGo #CoronaVirus,1
2372,2372,47324,Delhi,14-03-2020,"DonÂt chase the Sanitizer
GrandmaÂs soap bar is better !

Alcohol-based Sanitizers are effective, but soap &amp; water is a highly efficient way of killing the virus
#coronavirus can be active outside the body for hours
Sanitizers are good, but nothing compared to a soap &amp; water wash https://t.co/47tevvWcN5",1
2375,2375,47327,,14-03-2020,#CoronaCrazy prices. I'm waiting for more good stuff from @realDonaldTrump.  Next week may see more #Covid_19 media frenzy over US #coronavirus deaths. Ready your cannons. https://t.co/5p3XtQSOUU,1
2377,2377,47329,"Sheffield, England",14-03-2020,"Food isn't important, just stock up on bog roll instead...
#COVID19 #CoronaVirus https://t.co/TFwfyG7Cye",1
2378,2378,47330,"Tennessee, USA",14-03-2020,"Well. My life is about to solely be about work for a while.

Due to mass panic of covid-19, my store is going to be asking people to work 6 days a week. Come in early, stay late and come in on days off.

So yeah, if there was a time to not be shitty to retail folk. Its now.",1
2386,2386,47338,Home of the Tillers,14-03-2020,"So when all this mania is over in a month or two, the grocery stores should be empty since everyone else bought the entire store up! And I can finally shop in peace! #coronavirus #coronapandemic #coronapocalypse 
@jimmyfallon",1
2387,2387,47339,"Philadelphia, PA",14-03-2020,"?s like #cannabis online shopping ? ? &amp; delivery ? is surging big time in midst of #coronavirus. Check out what @Benzinga @BzCannabis @JavierHasse found out when he talked with @GoddessDelivers CEO Zachary Pitts. ???
https://t.co/ghW8gflFfY",1
2388,2388,47340,"Salt Lake City, UT",14-03-2020,"@kslclassifieds please take down ads for hand sanitizer, toilet paper, water, masks, gloves, etc at extravagant prices! People are trying to profit on #COVID2019 panic. Encourage them to donate those items to hospitals or medical centers. I'm flagging the",1
2389,2389,47341,"Davis, Ca",14-03-2020,"ÂNow he has 1,000 more masks on order, but heÂs not sure what to do with them.Â 
Oh hey! ?????I have and idea. You could DONATE them to your local, ER, nursing home, health clinic or even a grocery store to protect the clerks. 
#coronavirus #COVID?19  https://t.co/1sVg1NYh8h",1
2390,2390,47342,,14-03-2020,"Supermarkets pretty bare, online shopping not working - despite social distancing needing online shopping. Looks like #coronavirus panic has taken over. Any plans @sainsburys to address this? https://t.co/3HnUrXSbJP",1
2392,2392,47344,"Burlingame, CA",14-03-2020,"Mean reversion is not a law, itÂs a tendency. What are business or consumer behaviors that may inflect permanently due to COVID-19? Ex. Remote work, house hunting online, cord cutting. Explain your reasoning. Please RT so we get more answers.",1
2393,2393,47345,,14-03-2020,"If youÂre able, please donate to a local food bank. Not everyone has the ability to stock up and may rely heavily on local resources. #Covid_19 #humankindness #CoronaOutbreak",1
2394,2394,47346,China,14-03-2020,ÂWe will be closing all of our retail stores outside of Greater #China until March 27.Â @Apple $AAPL (Apple first announced #China store closures Jan 28. All 42 shops here finally reopened as of Mar 13.) https://t.co/lGXDryMyQ8,1
2395,2395,47347,"Maryland, USA",14-03-2020,"Some helpful words as several school systems make the choice to close down schools to combat community transmission of the coronavirus.  #coronavirus  

https://t.co/4H0HWQkmkP",1
2396,2396,47348,New Zealand,14-03-2020,"Sooo, here in NZ we have now 6 confirmed cases of #Covid_19. All good. Went to supermarket today, expecting to have a full-on wrestling match mid-aisle for loo paper. No such luck. In NZ people are sane. In NZ people don't hoard loo paper. Shelves full of everything. Go NZ!",1
2399,2399,47351,Nowhere,14-03-2020,"We might all die. But we'll do it with dignity! #NoPinappleOnPizza
#coronavirus #covid_19italia #Italia #italylockdown https://t.co/7nZLbebgfV",1
2401,2401,47353,"Alberta, Canada",14-03-2020,"In a Calgary grocery store lineup, I said to my wife, ""this #coronavirus thing feels like Christmas to me"".

Why? She asked.?

""I know it's not joyous"" I said ""but it seems everybody has stepped off their rat race treadmills &amp; are open to being human"".

I expect great revival.? https://t.co/Qgtep7nLQa https://t.co/eWCXfHjuzV",1
2402,2402,47354,jamaica,14-03-2020,"This panic shop by consumers due the coronavirus (Covid-19) shouldnÂt end with just shopping for food, hand sanitizers &amp; toilet paper.

Consumers I recommend should also Shop For Life Insurance As Well. Providing yourself with the Financial Ammunition needed to Fight Monetarily.",1
2407,2407,47359,"Melbourne, Australia",14-03-2020,"Nonna wants everyone to CALM DOWN about toilet paper. SheÂs not worried, sheÂs not camping out at the supermarket. Here are her practical tips in case you run out: 

 #Covid_19 #coronavirus https://t.co/ZZPJZ2kDft",1
2408,2408,47360,Soul: Yorkshire. Body: London,14-03-2020,"If you can, consider donating food/time/money to your local #foodbank to help those who canÂt stock up for #selfisolation. @firstlovefdn does ace work in #towerhamlets to support our most vulnerable neighbours, get involved here: https://t.co/E86bLNnidG #coronavirus #COVID19",1
2409,2409,47361,Berkeley,14-03-2020,"@j0s3fk Yes, that is an additional problem. In the case of covid-19, restriction to rationed online shopping for shortage goods may be the best.",1
2410,2410,47362,Here and there,14-03-2020,"YÂall that panicked and hoarded essentials more than you need, and those that took advantage and unreasonably spiked prices on these items, I hope you get whatÂs coming to you

#Covid_19",1
2412,2412,47364,"Wageningen, Nederland",14-03-2020,Clear in the time of #Covid_19 that consumer-friendly and rapid screening tests (with the ability to wirelessly transmit results whilst socially distancing yourself ?) are more necessary than ever before @FoodSmartphone,1
2416,2416,47368,,14-03-2020,#Coronavirus cases confirmed in the #Loop and #Northwestern campus. Protect yourself by staying home and shopping online with our 50% off discount. ?? @ Grassroots Chicago https://t.co/8raOWnuLlr,1
2419,2419,47371,Cortez Colorado,14-03-2020,Me and my family Quarantined on February 28th here in Colorado today had to go stock up on food at Walmart and Cannabis at the legal shop now we are gonna stay in for the rest of March. #DuringMy14DayQuarantine #coronavirus #coloradocovid19 #Coloradocoronavirus #coronapocalypse,1
2423,2423,47375,"Berlin, Germany",14-03-2020,"Help keep people in their homes!
Drop the video game prices!
#Corona #Covid_19 #CoronavirusOutbreak

@GoogleStadia @PlayStation @Xbox @Steam @Nintendo",1
2424,2424,47376,"St. Catharines, Ontario",14-03-2020,"Stocking up for the weekend? Our retail store is open from 11am-5pm.

The safety of staff &amp; customers comes first,. We're following the guidelines outlined by the World Health Organization &amp; the Government of Canada regarding COVID-19.

We hope you have a happy, healthy weekend. https://t.co/c6jQcKaENo",1
2425,2425,47377,"Henway Hills, Oregon",14-03-2020,"The Preschool, Primary School, Elementary School, Middle School, and High School are all going to be closed due to COVID-19. Remember to stay safe and stock up on:
Toilet Paper, Hand Soap/Sanitizer, Food, and Masks to prevent COVID-19 from infecting you.",1
2426,2426,47378,My Vortex,14-03-2020,"Everyone in the grocery store looking at each other like...
#coronapocalypse #coronavirus #Covid_19 https://t.co/cA7o8jRR3C",1
2429,2429,47381,Carlton-McMinnville-Newberg OR,14-03-2020,"ICYMI: AppleÂs closing ALL their retail stores outside Greater China until March 27.

If youÂve been to a busy Apple storeÂpeople milling about, lots of  hands-on technologyÂthis makes sense. Meantime donÂt break your phone.
 
HereÂs their press release: https://t.co/rXWSn0TIOA",1
2430,2430,47382,"Sleaford, England",14-03-2020,"During this time try to #shopsmall #shoplocal where possible. 

Even shopping #online you can support #smallbusinesses #familybusiness 

#covid_19 #bekind #helponeanother #letsdothis #supportsmallbusinessÂ https://t.co/c3r1WpSaLW",1
2431,2431,47383,"Boone, NC",14-03-2020,"We need to STOCK UP in anticipation of a possible response or directive related to COVID-19 so we've created a SPECIFIC Amazon Wishlist.
.
FOOD Items include: black beans, shredded cheese, frozen meats, canned tuna,Â https://t.co/NZAoPtKliy",1
2436,2436,47388,United States,14-03-2020,"Who needs toilet paper? My grocery store is selling portable bidets. Quite refreshing. 

The lady at the store said the company who makes these is called ""Turkay Baystir"".  Something like that. Sounds French.

#PortableBidet
#COVID19 
#Coronavirus
#WorkGiveVoteBlue
#Resistance https://t.co/pvamTamgul",1
2438,2438,47390,"Oxnard, California",14-03-2020,Crowds and wet weather didn t deter SoCal residents who flocked to stores like Target on Friday to stock up The run on essential items was fueled by increasing urgency around has the story of a shopper who braved the crowds,1
2439,2439,47391,"Muscat, Oman",14-03-2020,@Baker_Reports @RwandaHealth @RURA_RWANDA @rrainfo Some pharmacies in Kigali are illegally hiking prices of face masks and hand sanitizer by exploiting the current conditions. #Covid_19. @RwandaHealth @RURA_RWANDA,1
2441,2441,47393,"Oakland, CA",14-03-2020,"Can't find hand sanitizer? Matt Colvin has 17,700 bottles of it.

He emptied stores across Tennessee, hoping to profit. Then Amazon pulled his listings for price gouging.

Now he's one of likely thousands of Amazon sellers sitting on stockpiles. My story:
https://t.co/YPeXEot79a",1
2444,2444,47396,,14-03-2020,"#coronapocalypse #Covid_19 #COVID19Aus #covid19australia 
Demand for IT infrastructure is going to increase during this spread and after. Education online, work from home, online shopping, online music concerts and sports. Do we have the bandwidth to support this ?",1
2445,2445,47397,,14-03-2020,"Wiping down everything at the airport and on the plane. kayak best travel prices search engine ??

#covid_19 #wipemedown #tickets #plane #whateverhappens #saturday  #cheaptickets #kayak https://t.co/t4jOyKPQtJ",1
2449,2449,47401,"Columbus, GA",14-03-2020,"HereÂs your obligatory empty shelves picture from the grocery store. Glad we donÂt need toilet paper or hand sanitizer. I did stock up on food, because we enjoy eating. #coronavirus https://t.co/5UGTJNXKKL",1
2452,2452,47404,"Liverpool, NY",14-03-2020,"appleinsider: An #Apple retail employee who works at a location in Santa Monica, California has tested positive for COVID-19, Apple confirmed on Friday. https://t.co/o6tKAnMvVd https://t.co/5Kw32VZoyc",1
2453,2453,47405,"San Diego, CA",14-03-2020,"Surviving Corona Virus:

Day 0: Rush to grocery store, stock up on food and WINE

Day 1: Need more wine, restock

Day 2: Wow, ate a lot of food, need to restock food and wine!

Day 3: Repeat at day 0

#StayAtHome #coronavirus #coronavirusupdates #COVID?19 #SaturdayThoughts",1
2454,2454,47406,"Phoenix, Arizona",14-03-2020,"It wonÂt be corona virus that takes people out.......It will be the lack of available food and necessities due to panic buying, and causing stores to run out of food and water and other items. Be smarter than that! #CoronaAlert #COVID2019 #Cancer #cancersucks #leukemiaawareness",1
2457,2457,47409,"Bronx, NY",14-03-2020,We're all about to look fly AF in our houses with all this online shopping we're doing. Like Thanksgiving - but everyday. #coronavirus,1
2458,2458,47410,Tallaght ,14-03-2020,"My local corner shop topped up prices on everything. A typical Â20 basket cost Â33 today.
I argued the price increase.
He stated he won't survive against the main supermarkets.
I willingly paid the Â33 and rounded up to Â35. 
I'd be lost without him.
#shoplocal #COVID2019",1
2459,2459,47411,"Virginia, USA",14-03-2020,"The grocery store was PACKED at 6am this morning, in west Henrico VA. #VA07
Early Saturday, is when I shop in relative peace.
Not THIS morning.
#coronavirus #COVID?19
has people in a STATE.
People are shopping like it's an apocalypse or something
#AMJoy

@CNN @MSNBC @Morning_Joe",1
2463,2463,47415,,14-03-2020,"90 year old man came up to me in the grocery store wearing a Trump hat and gave me a hug. He told me Ânot to worry, this chaos will all be over soon.Â  glad to see someone is not acting crazy. #Covid_19 szn needs to #chill",1
2464,2464,47416,NYC,14-03-2020,"Dried pasta section at a grocery store near my place... don't feel good about it.
.
.
.
.
.
#nycprime #covid_19 #newyorkcity #peoplefreakingout #itsnotsupposedtobethisway #feelingwierd #??? #??? #???? @ SunnyÂ https://t.co/1ra4Biyl3c",1
2466,2466,47418,Philadelphia,14-03-2020,"On the one hand, #panicbuying #groceries may be a tell for what stores should have in stock. On the other hand, people seem to be saying to heck with avoiding preservatives and sugars and all those unhealthy foods...

#WorldWarZ #coronavirus #panicshopping #food #COVID?19",1
2468,2468,47420,Arizona,14-03-2020,"Apocalypse diary: 

Day 2 - they're playing Celine Dion in the grocery store. So I think everything will be okay. 
#Covid_19",1
2472,2472,47424,,14-03-2020,Italy Spain and France are all proactively shutting down non essential stores restaurants Meanwhile in the US please come to my large retail store with your virus and yell at us for not having a plate in stock,1
2476,2476,47428,"Los Angeles, CA",14-03-2020,Going to the grocery store during #Covid_19 is like Black Friday without the TVs. #lame,1
2480,2480,47432,,14-03-2020,"Hunkering does this week? Luckily you donÂt have to sacrifice animal welfare while grocery shopping. Purchase meat, dairy and eggs ONLINE with the *new* @ASPCA Brand List #ShopWithYourHeart #coronavirus https://t.co/YKFAPEYhbg",1
2482,2482,47434,Abu Dhabi,14-03-2020,"Companies thatÂll profit of #Covid_19:

1. Hand Sanitizing 
2. Streaming Services (Netflix)
3. News Corporations
4. Pharmaceuticals
5. Wholesale Consumer Goods
6. Video Conferencing Solutions
7. Face Masks
8. Set Price &amp; Chill Remote Advertising

#InvestToday #Business",1
2483,2483,47435,"Los Angeles, CA",14-03-2020,"A package that arrived at LAX from the United Kingdom was supposedly carrying purified water, but CBP officers found vials of white liquid labeled ÂCorona Virus 2019nconv (COVID-19)""
https://t.co/VDagT45iQ1",1
2488,2488,47440,Here and there,14-03-2020,"#FlattenTheCurve applies to #groceries and #toiletpaper as well. 

If everyone starts #hoarding beyond their needs, the system will break down. 

So it's important to normalize demand and buy time - for all of us. We're in this together. 

#coronavirus https://t.co/6aWHxftlC1",1
2489,2489,47441,,14-03-2020,"@mamafooce @CNN @CillizzaCNN TheyÂre closed in my area in Texas as well. Now IÂm tripping over kids in the grocery store, mall, parks, restaurants. These people arenÂt staying home. So whatÂs the point?? #SocialDistancing #COVID2019 #CloseTheSchools",1
2492,2492,47444,"Greenville, NC",14-03-2020,"COVID-19: Many of the shelves in stores that were fully stocked earlier in the week, are now wiped clean of items such as disinfectant supplies, hand sanitizer and toilet paper. 

https://t.co/0snh8W0H4f",1
2497,2497,47449,"Fort McMurray, AB",14-03-2020,Folks that are ordering extra groceries Please consider your local food banks People with food insecurity don t have the ability to  order extra  or stock up They need our help 19,1
2498,2498,47450,,14-03-2020,"Only buy the food you need. Many donÂt have the resources or ability to stock up for so long. To my fellow meat-eaters out there, we also have a responsibility to shop with those with dietary restrictions in mind. Get ?instead of ?, PLS #COVID?19 #covid2019 @AcademicChatter",1
2502,2502,47454,,14-03-2020,"Anyone else doing some online shopping right now? I've noticed that some of these designers have suddenly made their ""70% off"" sales into ""50% off"" sales *with* free shipping! ? Like ""fuck this price gauging"", y'all! ? #onlineshopping #coronavirus #COVID19 #Covid_19 #COVID19US",1
2503,2503,47455,"Elk Grove, California",14-03-2020,IÂm so glad every single business that I have ever entered my email into is handling COVID-19 the same way...carefully and with my health and safety in mind. Thank you to all my online shopping addiction supporters. I appreciate you ?,1
2507,2507,47459,,14-03-2020,Ppl are waiting in grocery store lines for an hour or longer. ????? ItÂs times like this I wonder why technology like what #Amazon is implementing (no cashiers) isnÂt the norm by now. ????? #CoronaVirus #iThoughtWeWouldBeLivingLikeTheJetsonsByNow https://t.co/nBxDIf0HjR,1
2510,2510,47462,Las Pinas City,14-03-2020,"City of Las PiÃ±as Advisory for COVID-19

Â Metro Manila-wide curfew starting March 16 (8pm-5am) until April 14, 2020.

Â Closing of malls, exempt (supermarket, groceries, public markets and pharmacies).

Â Las PiÃ±as City Government to declare State of Calamity anytime soon. https://t.co/JlNOvi41BU",1
2513,2513,47465,"New York, NY",14-03-2020,"Theo did some panic buying on @Chewy since the local stores ran out of his favorite cat food. Thanks @Chewy for the quick delivery, remember everyone to stock up for your pets! ?????#Caturday #CatsOfTwitter #CoronaVirusUpdates #CoronaVirus #COVID?19 https://t.co/EFwcKepRyH",1
2514,2514,47466,,14-03-2020,"Things my local grocery store is out of:
-toilet paper 
-hand sanitizer 
-hand soap
-Kleenex 
-rubbing alcohol 
-wipes
-most cleaning supplies
-water
-bread
-ground beef
-condoms
-patience
-fucks to give
#Covid_19 #COVID19US #ApocalypseNow #FridayThe13th #hideyakids #hideyawife",1
2516,2516,47468,,14-03-2020,"Boomers: WE HAVE TO STOCK UP ON FOOD AND TOILET PAPER NOW
Millennials and Gen Z: *creates a Spotify playlist titled ÂCOVID-19Â*",1
2517,2517,47469,New York - United States,14-03-2020,"A message to #Express @Macys @Nordstrom @Forever21 @neimanmarcus and ALL retail and clothing brands Â&gt; NOW is the time to eliminate hands on, touchy germ checkout procedures at your store locations. #coronavirus",1
2519,2519,47471,"Cape Town, South Africa",14-03-2020,"How #CoronaVirus would change our lives:
Â Dependence on food, grocery delivery services
Â Increase in online transactions (shopping, banking)
Â Video, tele-conferencing, the new ÂmeetingÂ
Â Online/YouTube classes, lessons
Â Streaming of tv, music shows
Â Remote working",1
2520,2520,47472,York,14-03-2020,Hey @Tesco @sainsburys @Morrisons with more people using online shopping due to Covid-19 would it be possible to add a way to donate to something like @TrussellTrust on checkout? I feel like more then ever the foodbanks need our support.,1
2523,2523,47475,"Holland Landing, ON",14-03-2020,"@Amy_Siskind Also remember your local Food Bank. Not everyone is able to afford the reassurance of a well stocked pantry. When you stock up, grab a couple of items for your local Food Bank. #FoodInsecurity #Covid_19  #BeKind",1
2525,2525,47477,,14-03-2020,"#PantryMeals #Covid_19 #COVID19US #Food #preparenotpanic  #CoronaOutbreak #CoronaVirus
Was just thinking with fresh meat being out of stock many places maybe we should have a list that people can contribute their favorite pantry meals.",1
2529,2529,47481,WNY,14-03-2020,Just stood behind someone buying $300 worth of meat at the grocery store. #Covid_19 #coronapocalypse #coronavirus,1
2532,2532,47484,"Kano, Nigeria",14-03-2020,"HELLO EVERYONE ????
We made &amp; sell high quality made in Nigeria shoes @ affordable prices

Give it a try and u will thank me later?

Price:4000 each

Location: kano 

Nationwide/ international: delivery ??

Call/whatsapp:09093052802

Kindly retweet plz?

#Ehub 
#Covid_19 https://t.co/E5dvAjjjR5",1
2534,2534,47486,,14-03-2020,"Does anyone actually know anyone that has the #coronavirus? #Covid_19 #QuarantineAndChill

There is a ton of hype on... my friend's cousins brother has a niece whos neighbors best friends wife saw someone at the grocery store sneezing and heard they had it https://t.co/LvUIioFxY6",1
2538,2538,47490,"Windsor,Ontario Canada",14-03-2020,"If you are in the supermarket buying supplies and you happen to see elderly having trouble reaching out things,loading and unloading heavy items in and from the cart please take a second or two to offer help.#Covid_19",1
2539,2539,47491,"Denver, CO",14-03-2020,"I am begging you to please stop panic buy dog food!!! I promise you wonÂt need that 20th bag of dog food, but my dog will go hungry if you keep stock piling. Please think of other people and animals!! #coronavirus #COVID?19 #panic #grocerystores",1
2543,2543,47495,"Austin,TX",14-03-2020,"Retail stores are the least affected amongst all businesses during this 
 #Covid_19 outbreak. They should be ethical and not hike product prices at this time. Cleaning products to groceries have all seen a price hike now. This is no good.",1
2544,2544,47496,"Brentwood, TN",14-03-2020,Please see @tigerfitnesscom statement regarding our handling of COVID19 including measuring temperatures of everyone entering our building to the closing of our gym and retail store to the public. Statement found at https://t.co/Hl3jphDefm.,1
2546,2546,47498,,14-03-2020,"Dog &amp; cat food. They donÂt care about #coronavirus #WuhanCoronavius they just expect/demand their food, or else! #InMyQuarantineSurvivalKit",1
2549,2549,47501,United Kingdom,14-03-2020,"Next delivery slot for online shopping at Tesco's is next Sunday

7 days away.......OK #COVID_19uk #coronavirus #coronapocalypse #COVID19 #coronaUK #CoronaVirusUpdates https://t.co/KKI15cNEix",1
2550,2550,47502,"Modesto, CA",14-03-2020,@Apple @AppleSupport I would like to know if the COVID-19 outbreak is going to delay my recent order even further?  It is currently marked as being available for pick up on April 3rd at my local retail store; itÂs a simple 13Â MBP with 256/16gigs.,1
2552,2552,47504,LA/OC  - Berkeley/SF,14-03-2020,"Really, what's the downside of #coronavirus for a someone young and strapping, like me? I work from home or  take time to rest while I sneeze and drink oj. Stay in my sunny #SF home and visit the grocery store maybe once every two weeks. It's like forced vacation.",1
